label,sentence
0,It reduces the complexities to bromides and slogans and it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump just for sitting through it.
0,"While Solondz tries and tries hard, Storytelling fails to provide much more insight than the inside column of a torn book jacket."
1,"Pacino and Williams seem to keep upping the ante on each other, just as their characters do in the film."
0,This isn't a movie; it's a symptom.
1,By the end you can't help but feel 'stoked.'
1,Half Past Dead is just such an achievement.
0,"On its own, it's not very interesting."
0,"Ignore the reputation, and ignore the film."
1,"The performances of the children, untrained in acting, have an honesty and dignity that breaks your heart."
1,Peter Jackson has done the nearly impossible.
1,"The movie enters a realm where few non-porn films venture, and comes across as darkly funny, energetic, and surprisingly gentle."
1,"Director Chris Wedge and screenwriters Michael Berg, Michael J. Wilson and Peter Ackerman create some episodes that rival vintage Looney Tunes for the most creative mayhem in a brief amount of time."
0,And it's not that funny -- which is just generally insulting.
1,"Evokes the style and flash of the double-cross that made Mamet's ""House of Games"" and last fall's ""Heist"" so much fun."
0,"...the efforts of its star, Kline, to lend some dignity to a dumb story are for naught."
1,"One of the most original American productions this year, you'll find yourself remembering this refreshing visit to a Sunshine State."
1,"The more you think about the movie, the more you will probably like it."
0,Some Like It Hot on the Hardwood proves once again that a man in drag is not in and of himself funny.
1,There's a lot of tooth in Roger Dodger.
1,A brutal and funny work.
1,"Ramsay is clearly extraordinarily talented, and based on three short films and two features, here's betting her third feature will be something to behold."
0,"We never feel anything for these characters, and as a result the film is basically just a curiosity."
0,"Director Shekhar Kapur and screenwriters Michael Schiffer and Hossein Amini have tried hard to modernize and reconceptualize things, but the barriers finally prove to be too great."
1,"Melds derivative elements into something that is often quite rich and exciting, and always a beauty to behold."
0,It's like going to a house party and watching the host defend himself against a frothing ex-girlfriend.
1,A great companion piece to other Napoleon films.
0,It aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one.
1,"However, it's pleasant enough and its ecological, pro-wildlife sentiments are certainly welcome."
1,"Between bursts of automatic gunfire, the story offers a trenchant critique of capitalism."
1,Kinnear ... gives his best screen performance with an oddly winning portrayal of one of life's ultimate losers.
1,It has plenty of laughs.
1,"Beautifully crafted, engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic, twisty yarn that will keep them guessing."
0,"But the problem with Wendigo, for all its effective moments, isn't really one of resources."
1,"Transcends its agenda to deliver awe-inspiring, at times sublime, visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring-do puts the X into the games."
0,(Denis') bare-bones narrative more closely resembles an outline for a '70s exploitation picture than the finished product.
0,Snipes is both a snore and utter tripe.
0,"The Chateau has one very funny joke and a few other decent ones, but all it amounts to is a mildly funny, sometimes tedious, ultimately insignificant film."
0,"Not only is entry number twenty the worst of the Brosnan bunch, it's one of the worst of the entire franchise."
0,Shot like a postcard and overacted with all the boozy self-indulgence that brings out the worst in otherwise talented actors...
0,"Stephen Earnhart's documentary is a decomposition of healthy eccentric inspiration and ambition – wearing a cloak of unsentimental, straightforward text – when it's really an exercise in gross romanticization of the delusional personality type."
0,"77 minutes of Pokemon may not last 4ever, it just seems like it does."
1,"A colorful, vibrant introduction to a universal human impulse, lushly photographed and beautifully recorded."
0,"A droll, bitchy frolic which pokes fun at the price of popularity and small-town pretension in the Lone Star State."
1,Full of surprises.
1,"Whether or not Ram Dass proves as clear and reliable an authority on that as he was about inner consciousness, Fierce Grace reassures us that he will once again be an honest and loving one."
0,"The whole thing's fairly lame, making it par for the course for Disney sequels."
1,"Vividly demonstrates that the director of such Hollywood blockbusters as Patriot Games can still turn out a small, personal film with an emotional wallop."
1,One of the best rock documentaries ever.
0,"As David Letterman and The Onion have proven, the worst of tragedies can be fertile sources of humor, but Lawrence has only a fleeting grasp of how to develop them."
1,Somehow Ms. Griffiths and Mr. Pryce bring off this wild Welsh whimsy.
1,"If the film's vision of sport as a secular religion is a bit cloying, its through-line of family and community is heartening in the same way that each season marks a new start."
1,"While somewhat less than it might have been, the film is a good one, and you've got to hand it to director George Clooney for biting off such a big job the first time out."
1,"If anything, the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans."
